book_id,goodreads_book_id,authors,original_publication_year,original_title,title,average_rating,ratings_count,image_url
1009,14290364,Meg Wolitzer,2013,The Interestings,The Interestings,3.54,76566,https://images.gr-assets.com/books/1451446889m/15815333.jpg
1010,61666,Bill Watterson,1988,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,4.65,93001,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1011,9961796,Geraldine Brooks,2008,People of the Book,People of the Book,4,95796,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1012,3711,Kate Morton,2012,The Secret Keeper,The Secret Keeper,4.13,89460,https://images.gr-assets.com/books/1455089196m/13508607.jpg
1013,11887020,Better Homes and Gardens,1953,Better Homes & Gardens New Cook Book,Better Homes and Gardens New Cook Book  ,4.14,93640,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1014,35982,Douglas Adams,1984,"So Long, and Thanks for All the Fish","So Long, and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy, #4)",4.08,93774,https://images.gr-assets.com/books/1369563116m/8698.jpg
1015,8659601,"Hermann Hesse, Basil Creighton",1927,Der Steppenwolf: Erzählung,Steppenwolf,4.11,80769,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1016,15815333,Tess Gerritsen,2001,The Surgeon,"The Surgeon (Rizzoli & Isles, #1)",4.1,89468,https://images.gr-assets.com/books/1277923728m/32263.jpg
1017,43070,Jojo Moyes,2012,The Girl You Left Behind,The Girl You Left Behind,3.95,80991,https://images.gr-assets.com/books/1366558957m/17572903.jpg
1018,1379961,Robin Hobb,1996,Royal Assassin,"Royal Assassin (Farseer Trilogy, #2)",4.21,82608,https://images.gr-assets.com/books/1387145228m/68487.jpg
1019,13508607,Arthur C. Clarke,1953,Childhood's End,Childhood's End,4.09,87141,https://images.gr-assets.com/books/1320552628m/414999.jpg
1020,411053,"Kate DiCamillo, Timothy Basil Ering",2004, The Tale of Despereaux,The Tale of Despereaux,4,113066,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1021,8698,"Barbara Kingsolver, Steven L. Hopp, Camille Kingsolver, Richard A. Houser",2007,"Animal, Vegetable, Miracle: A Year of Food Life","Animal, Vegetable, Miracle: A Year of Food Life",4.03,83881,https://images.gr-assets.com/books/1480104279m/25460.jpg
1022,16631,Sarah J. Maas,2014,Heir of Fire,"Heir of Fire (Throne of Glass, #3)",4.53,123843,https://images.gr-assets.com/books/1460846511m/20613470.jpg
1023,32263,Robert Jordan,1994,,"Lord of Chaos (Wheel of Time, #6)",4.1,91046,https://images.gr-assets.com/books/1480096417m/35231.jpg
1024,17572903,Alan Bradley,2009,The Sweetness at the Bottom of the Pie,"The Sweetness at the Bottom of the Pie (Flavia de Luce, #1)",3.81,99841,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1025,68487,Donald Miller,2003,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,3.92,82090,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1026,414999,Diana Gabaldon,2005,A Breath of Snow and Ashes,"A Breath of Snow and Ashes (Outlander, #6)",4.43,87098,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1027,37190,Rick Riordan,2014,The Blood of Olympus,"The Blood of Olympus (The Heroes of Olympus, #5)",4.41,110719,https://images.gr-assets.com/books/1464201441m/18705209.jpg
1028,25460,Liane Moriarty,2016,Truly Madly Guilty,Truly Madly Guilty,3.55,90477,https://images.gr-assets.com/books/1491249206m/26247008.jpg
1029,20613470,"Brian K. Vaughan, Fiona Staples",2012,"Saga, Volume One","Saga, Vol. 1 (Saga, #1)",4.25,131906,https://images.gr-assets.com/books/1486028947m/15704307.jpg
1030,35231,Chad Harbach,2011,The Art of Fielding,The Art of Fielding,3.99,81712,https://images.gr-assets.com/books/1327882787m/10996342.jpg
1031,6218281,Ernest Hemingway,1964,A Moveable Feast,A Moveable Feast,4.04,69992,https://images.gr-assets.com/books/1427463201m/4631.jpg
1032,7214,Brandon Mull,2006,Fablehaven,"Fablehaven (Fablehaven, #1)",4.08,99390,https://images.gr-assets.com/books/1460309528m/44652.jpg
1033,10965,"Lemony Snicket, Brett Helquist",2000,The Wide Window,"The Wide Window (A Series of Unfortunate Events, #3)",3.91,118624,https://images.gr-assets.com/books/1320705923m/438492.jpg
1034,18705209,Jim Butcher,2001,Grave Peril,"Grave Peril (The Dresden Files, #3)",4.18,97736,https://images.gr-assets.com/books/1266470209m/91476.jpg
1035,26247008,Walter Isaacson,2007,Einstein. His Life and Universe,Einstein: His Life and Universe,4.08,71156,https://images.gr-assets.com/books/1328011405m/10884.jpg
1036,15704307,S.C. Stephens,2011,Effortless,"Effortless (Thoughtless, #2)",4.37,83085,https://images.gr-assets.com/books/1364805648m/15842441.jpg
1037,10996342,John Grisham,1998,The Street Lawyer,The Street Lawyer,3.81,80577,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1038,4631,Mildred D. Taylor,1976,"Roll of Thunder, Hear My Cry","Roll of Thunder, Hear My Cry (Logans, #4)",3.79,92980,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1039,44652,"Seth Grahame-Smith, Jane Austen",2009,Pride and Prejudice and Zombies,"Pride and Prejudice and Zombies (Pride and Prejudice and Zombies, #1)",3.28,103995,https://images.gr-assets.com/books/1320449653m/5899779.jpg
1040,438492,David Sedaris,2013,Lets Explore Diabetes with Owls,Let's Explore Diabetes with Owls,3.8,81616,https://images.gr-assets.com/books/1359704028m/15790837.jpg
1041,91476,"Fyodor Dostoyevsky, Constance Garnett, Alan Myers, Joseph Frank, Anna Brailovsky",1868,Идиот,The Idiot,4.18,74642,https://images.gr-assets.com/books/1327865902m/12505.jpg
1042,10884,Douglas Adams,1987,Dirk Gently's Holistic Detective Agency,Dirk Gently's Holistic Detective Agency (Dirk Gently #1),3.97,89569,https://images.gr-assets.com/books/1404697381m/365.jpg
1043,15842441,Jeff Kinney,2008,Rodrick Rules,"Rodrick Rules (Diary of a Wimpy Kid, #2)",4.1,91831,https://images.gr-assets.com/books/1360095964m/1809465.jpg
1044,5351,Mindy Kaling,2015,Why Not Me?,Why Not Me?,3.89,74199,https://images.gr-assets.com/books/1442548684m/22716447.jpg
1045,310459,Veronica Roth,2014,Four: A Divergent Collection,"Four: A Divergent Story Collection (Divergent, #0.1 - 0.4)",4.1,97058,https://images.gr-assets.com/books/1393687572m/18126198.jpg
1046,5899779,"Aziz Ansari, Eric Klinenberg",2015,Modern Romance,Modern Romance,3.85,94231,https://images.gr-assets.com/books/1432335014m/23453112.jpg
1047,15790837,"Katherine Applegate, Patricia Castelao",2012,The One and Only Ivan,The One and Only Ivan,4.24,85136,https://images.gr-assets.com/books/1424981397m/11594337.jpg
1048,12505,Sebastian Junger,1997,The Perfect Storm: A True Story of Men Against the Sea,The Perfect Storm: A True Story of Men Against the Sea,4.07,45382,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1049,365,Brandon Sanderson,2005,Elantris,"Elantris (Elantris, #1)",4.17,95950,https://images.gr-assets.com/books/1475740953m/68427.jpg
1050,1809465,Patrick Ness,2008,The Knife of Never Letting Go,"The Knife of Never Letting Go (Chaos Walking, #1)",3.96,99638,https://images.gr-assets.com/books/1277071696m/2118745.jpg
1051,22716447,Jim Fergus,1998,One Thousand White Women: The Journals of May Dodd,One Thousand White Women: The Journals of May Dodd (One Thousand White Women#1),3.88,84367,https://images.gr-assets.com/books/1389821957m/33512.jpg
1052,18126198,Jodi Picoult,2009,Handle with Care,Handle with Care,3.96,90138,https://images.gr-assets.com/books/1316440644m/3720975.jpg
1053,23453112,"Stephen King, Darrel Anderson",2004,Song of Susannah,"Song of Susannah (The Dark Tower, #6)",3.98,84957,https://images.gr-assets.com/books/1372296326m/5093.jpg
1054,11594337,Ally Condie,2012,Reached,"Reached (Matched, #3)",3.56,109290,https://images.gr-assets.com/books/1330717582m/13125947.jpg
1055,108229,Salman Rushdie,1981,Midnight's Children,Midnight's Children,3.99,75502,https://images.gr-assets.com/books/1371063511m/14836.jpg
1056,68427,Max Brooks,2004,The Zombie Survival Guide: Complete Protection from the Living Dead,The Zombie Survival Guide: Complete Protection from the Living Dead,3.86,82535,https://images.gr-assets.com/books/1320562270m/535441.jpg
1057,2118745,John Grisham,1999,The Testament,The Testament,3.83,80377,https://images.gr-assets.com/books/1403174228m/5348.jpg
1058,33512,Agatha Christie,1930,Murder at the Vicarage,"Murder at the Vicarage (Miss Marple, #1)",4.03,93963,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1059,3720975,Margaret Peterson Haddix,1998,Among the Hidden ,"Among the Hidden (Shadow Children, #1)",3.97,94478,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1060,5093,Michael Pollan,2007,In Defense of Food: An Eater's Manifesto,In Defense of Food: An Eater's Manifesto,4.07,80434,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1061,13125947,Elizabeth George Speare,1958,The Witch of Blackbird Pond,The Witch of Blackbird Pond,3.97,105770,https://images.gr-assets.com/books/1345499790m/703292.jpg
1062,14836,Kiera Cass,2015,The Heir,"The Heir (The Selection, #4)",3.85,111044,https://images.gr-assets.com/books/1422993526m/22918050.jpg
1063,535441,Sophie Kinsella,2002,Shopaholic Ties the Knot,"Shopaholic Ties the Knot (Shopaholic, #3)",3.77,88139,https://images.gr-assets.com/books/1371383294m/9419.jpg
1064,5348,"Wilkie Collins, Matthew Sweet",1859,The Woman in White,The Woman in White,3.98,93134,https://images.gr-assets.com/books/1295661017m/5890.jpg
1065,16331,"Robert Galbraith, J.K. Rowling",2015,Career of Evil,"Career of Evil (Cormoran Strike, #3)",4.21,66979,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1066,227651,Jenny Han,2009,The Summer I Turned Pretty,"The Summer I Turned Pretty (Summer, #1)",3.96,104730,https://images.gr-assets.com/books/1361666855m/5821978.jpg
1067,315425,Janet Evanovich,1998,Four to Score ,"Four to Score (Stephanie Plum, #4)",4.17,106871,https://images.gr-assets.com/books/1311983211m/6422.jpg
1068,703292,James McBride,1996,The Color of Water: A Black Man's Tribute to His White Mother,The Color of Water: A Black Man's Tribute to His White Mother,4.06,80906,https://images.gr-assets.com/books/1401311300m/29209.jpg
1069,22918050,"Steven D. Levitt, Stephen J. Dubner",2009,"SuperFreakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance","SuperFreakonomics: Global Cooling, Patriotic Prostitutes And Why Suicide Bombers Should Buy Life Insurance",3.95,85006,https://images.gr-assets.com/books/1308117804m/6402364.jpg
1070,9419,Karen Marie Moning,2006,Darkfever,"Darkfever (Fever, #1)",4.14,110812,https://images.gr-assets.com/books/1392579949m/112750.jpg
1071,5890,Terry Goodkind,1995,Stone of Tears,"Stone of Tears (Sword of Truth, #2)",4.1,83235,https://images.gr-assets.com/books/1478930875m/234184.jpg
1072,25735012,Emily Giffin,2010,Heart of the Matter,Heart of the Matter,3.73,83461,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1073,5821978,"William Makepeace Thackeray, John Carey",1847,Vanity Fair: A Novel Without a Hero,Vanity Fair,3.76,91323,https://images.gr-assets.com/books/1344386439m/5797.jpg
1074,6422,Kurt Vonnegut Jr.,1959,The Sirens of Titan,The Sirens of Titan,4.16,72493,https://images.gr-assets.com/books/1419363185m/4982.jpg
1076,29209,Cynthia D'Aprix Sweeney,2016,The Nest,The Nest,3.45,79762,https://images.gr-assets.com/books/1461354827m/25781157.jpg
1077,6402364,"Bill Willingham, Lan Medina, Steve Leialoha, Craig Hamilton, James Jean",2001,"Fables, Volume 1: Legends in Exile","Fables, Vol. 1: Legends in Exile",3.99,101016,https://images.gr-assets.com/books/1375392441m/21326.jpg
1078,112750,David    Allen,2001,Getting Things Done: How To Achieve Stress-free Productivity,Getting Things Done: The Art of Stress-Free Productivity,3.98,75665,https://images.gr-assets.com/books/1312474060m/1633.jpg
1079,234184,James Redfield,1993,The Celestine Prophecy,"The Celestine Prophecy (Celestine Prophecy, #1)",3.6,72675,https://images.gr-assets.com/books/1341360412m/13103.jpg
1080,7114761,Huntley Fitzpatrick,2012,My Life Next Door ,My Life Next Door,4.02,102012,https://images.gr-assets.com/books/1394240144m/12294652.jpg
1081,5797,Ken Follett,2012,Winter of the World,Winter of the World (The Century Trilogy #2),4.29,71971,https://images.gr-assets.com/books/1369453743m/12959233.jpg
1082,4982,"Haruki Murakami, Philip Gabriel",2013,"色彩を持たない多崎つくると、彼の巡礼の年 [Shikisai o motanai Tazaki Tsukuru to, kare no junrei no toshi]",Colorless Tsukuru Tazaki and His Years of Pilgrimage,3.82,67873,https://images.gr-assets.com/books/1409000450m/19288239.jpg
1083,10625,Alice Sebold,1999,Lucky,Lucky,3.77,77462,https://images.gr-assets.com/books/1327190847m/82970.jpg
1084,25781157,Virginia Woolf,1927,To The Lighthouse ,To the Lighthouse,3.76,83066,https://images.gr-assets.com/books/1346239665m/59716.jpg
1085,21326,Chetan Bhagat,2004,Five Point Someone: What Not to Do at IIT,Five Point Someone,3.43,67438,https://images.gr-assets.com/books/1298571209m/105576.jpg
1086,1633,Laurell K. Hamilton,1993,Guilty Pleasures,"Guilty Pleasures (Anita Blake, Vampire Hunter, #1)",4.02,104252,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1087,13103,Markus Zusak,2002,The Messenger,I Am the Messenger,4.09,93119,https://images.gr-assets.com/books/1398483261m/19057.jpg
1088,12294652,"Thomas Hardy, Rosemarie Morgan, Shannon Russell",1874,Far from the Madding Crowd,Far from the Madding Crowd,3.92,87427,https://images.gr-assets.com/books/1388279695m/31463.jpg
1089,12959233,Terry Pratchett,1987,Equal Rites,"Equal Rites (Discworld, #3; Witches #1)",4,88673,https://images.gr-assets.com/books/1407706800m/34507.jpg
1090,19288239,Mark Z. Danielewski,2000,House of Leaves,House of Leaves,4.13,75469,https://images.gr-assets.com/books/1403889034m/24800.jpg
1092,82970,John Grisham,2013,Sycamore Row,Sycamore Row,3.98,56315,https://images.gr-assets.com/books/1375888633m/17288661.jpg
1093,59716,"P.C. Cast, Kristin Cast",2011,Awakened,"Awakened (House of Night, #8)",4.02,101234,https://images.gr-assets.com/books/1307744664m/8652190.jpg
1094,105576,Willa Cather,1918,My Ántonia,My Ántonia,3.76,81102,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1095,30281,Susan Beth Pfeffer,2006,Life As We Knew It,"Life As We Knew It (Last Survivors, #1)",3.89,94282,https://images.gr-assets.com/books/1328012816m/213753.jpg
1096,19057,"Jon Stewart, Ben Karlin, David Javerbaum, Rich Bloomquist, Steve Bodow, Tim Carvell, Eric Drysdale, J.R. Havlan, Scott Jacobson, Tom Johnson, Rob Kutner, Chris Regan, Jason Reich, Jason Ross, Stephen Colbert, Samantha Bee, Rob Corddry, Brendan Hay, Ed Helms",2004,America (The Book): A Citizen's Guide to Democracy Inaction,America (The Book): A Citizen's Guide to Democracy Inaction,4.02,74511,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1097,31463,"Don Piper, Cecil Murphey",2004,90 Minutes in Heaven,90 Minutes in Heaven: A True Story of Death and Life,3.91,67937,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1098,34507,Nicholas Sparks,2012,The Longest Ride,The Longest Ride,4.14,71276,https://images.gr-assets.com/books/1367536453m/17407748.jpg
1099,24800,"Lao Tzu, Gia-Fu Feng, Jane English, Chungliang Al Huang, Rowena Pattee Kryder, Toinette Lippe",-300,道德經 [dào dé jīng],Tao Te Ching,4.31,39863,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1100,85379,Jeffrey Archer,1979,Kane and Abel,"Kane and Abel (Kane and Abel, #1)",4.27,74052,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1101,17288661,Jodi Picoult,2008,Change of Heart,Change of Heart,3.91,86471,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1102,8652190,Augusten Burroughs,2003,Dry: A Memoir,Dry,4.01,70550,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1103,17150,James Patterson,2001,Sam's Letters To Jennifer,Sam's Letters to Jennifer,4.15,77538,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1104,213753,E.L. James,2015,Grey,"Grey (Fifty Shades, #4)",3.76,75320,https://images.gr-assets.com/books/1433182986m/25644601.jpg
1105,706,Frank Herbert,1969,Dune Messiah ,Dune Messiah (Dune Chronicles #2),3.86,82580,https://images.gr-assets.com/books/1392528394m/106.jpg
1106,89375,C.S. Lewis,1945,The Great Divorce,The Great Divorce,4.28,75031,https://images.gr-assets.com/books/1166805741m/17267.jpg
1107,17407748,Jennifer Weiner,2004,Little Earthquakes,Little Earthquakes,3.76,77592,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1108,57854,"Hans Christian Andersen, Lily Owens, Arthur Rackham, Hans Richter",1835,Eventyr og historier,The Complete Fairy Tales,4.28,90999,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1109,78983,Mark Cotta Vaz,2009,New Moon: The Complete Illustrated Movie Companion,"New Moon: The Complete Illustrated Movie Companion (The Twilight Saga: The Official Illustrated Movie Companion, #2)",4.34,82399,https://images.gr-assets.com/books/1343724104m/6466909.jpg
1110,1609451,Colleen Hoover,2014,Maybe Someday,"Maybe Someday (Maybe, #1)",4.33,81707,https://images.gr-assets.com/books/1421002815m/24445517.jpg
1111,32370,Jane Green,1999,Mr Maybe,Mr. Maybe,3.41,78132,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1112,80568,L.M. Montgomery,1915,Anne of the Island,"Anne of the Island (Anne of Green Gables, #3)",4.21,97049,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1113,25644601,"Friedrich Nietzsche, Walter Kaufmann",1883,Also sprach Zarathustra,Thus Spoke Zarathustra,4.05,65362,https://images.gr-assets.com/books/1480901846m/51893.jpg
1114,106,"Elizabeth Gaskell, Alan Shelston",1854,North and South,North and South,4.13,95274,https://images.gr-assets.com/books/1349633381m/156538.jpg
1115,17267,Jaycee Dugard,2011,A Stolen Life,A Stolen Life,3.89,72713,https://images.gr-assets.com/books/1327928284m/11330361.jpg
1116,80536,Amish Tripathi,2010,The Immortals of Meluha,"The Immortals of Meluha (Shiva Trilogy, #1)",4,62784,https://images.gr-assets.com/books/1334659192m/7913305.jpg
1117,46306,Michael Crichton,1995,The Lost World,"The Lost World (Jurassic Park, #2)",3.72,83389,https://images.gr-assets.com/books/1386864575m/8650.jpg
1118,6466909,Lauren Oliver,2013,Requiem,"Requiem (Delirium, #3)",3.74,100593,https://images.gr-assets.com/books/1340992438m/9593913.jpg
1119,24445517,Robert Jordan,1996,A Crown of Swords,"A Crown of Swords (Wheel of Time, #7)",4,86421,https://images.gr-assets.com/books/1358542379m/13890.jpg
1120,31101,"Aesop, Laura Harris, Laura Gibbs",-560,Aesopica,Aesop's Fables,4.05,88508,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1121,77392,Cormac McCarthy,1985,Blood Meridian: Or the Evening Redness in the West,"Blood Meridian, or the Evening Redness in the West",4.18,71095,https://images.gr-assets.com/books/1453995760m/394535.jpg
1122,51893,Becca Fitzpatrick,2012,Finale,"Finale (Hush, Hush, #4)",4.22,107569,https://images.gr-assets.com/books/1362408156m/12751687.jpg
1123,156538,Stephen King,1985,Skeleton Crew,Skeleton Crew,3.93,82320,https://images.gr-assets.com/books/1271861632m/13440.jpg
1124,11330361,Chuck Palahniuk,2002,Lullaby,Lullaby,3.73,66713,https://images.gr-assets.com/books/1327268513m/22206.jpg
1125,7913305,Chetan Bhagat,2009,Two States,2 States: The Story of My Marriage,3.42,67866,https://images.gr-assets.com/books/1255292027m/6969361.jpg
1126,8650,"Matsuri Hino, Tomo Kimura",2005,ヴァンパイア騎士 1,"Vampire Knight, Vol. 1 (Vampire Knight, #1)",4.1,89733,https://images.gr-assets.com/books/1329232329m/263145.jpg
1127,9593913,Jim Butcher,2002,Summer Knight,"Summer Knight (The Dresden Files, #4)",4.3,91012,https://images.gr-assets.com/books/1345557469m/91478.jpg
1128,13890,"Anne McCaffrey, Teodor Panasiński",1968,Dragonflight,"Dragonflight (Dragonriders of Pern, #1)",4.1,95378,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1129,21348,"John D. Rateliff, J.R.R. Tolkien",2007,"The History of the Hobbit, Part One: Mr. Baggins","The History of the Hobbit, Part One: Mr. Baggins",3.81,108399,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1130,394535,Colleen Hoover,2014,Ugly Love,Ugly Love,4.3,107583,https://images.gr-assets.com/books/1399179135m/17788401.jpg
1131,12751687,Joanne Harris,1998,Chocolat,"Chocolat (Chocolat, #1)",3.95,84770,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1132,13440,Jay Anson,1977,The Amityville Horror,The Amityville Horror,3.82,80959,https://images.gr-assets.com/books/1306079371m/293101.jpg
1133,22206,Michael Ondaatje,1992,The English Patient,The English Patient,3.88,83741,https://images.gr-assets.com/books/1320527907m/11713.jpg
1134,6969361,Sylvain Reynard,2012,Gabriel's Rapture,"Gabriel's Rapture (Gabriel's Inferno, #2)",4.22,91213,https://images.gr-assets.com/books/1343962380m/13639050.jpg
1135,263145,"James Joyce, Jeri Johnson",1914,Dubliners,Dubliners,3.85,73140,https://images.gr-assets.com/books/1334138184m/11012.jpg
1136,91478,Colum McCann,2009,Let the Great World Spin,Let the Great World Spin,3.93,71515,https://images.gr-assets.com/books/1474988022m/5941033.jpg
1137,61975,Eoin Colfer,2003,The Eternity Code,"The Eternity Code (Artemis Fowl, #3)",4.04,94437,https://images.gr-assets.com/books/1327945417m/227865.jpg
1138,1081560,Harlan Coben,2001,Tell No One,Tell No One,4.11,78070,https://images.gr-assets.com/books/1421365049m/43933.jpg
1139,17788401,Stephen King,1987,The Tommyknockers,The Tommyknockers,3.48,89262,https://images.gr-assets.com/books/1394210331m/17660.jpg
1140,47401,Rachel Hawkins,2010,Hex Hall,"Hex Hall (Hex Hall, #1)",3.96,109881,https://images.gr-assets.com/books/1368393885m/5287473.jpg
1141,293101,Austin Kleon,2010,Steal Like an Artist,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,3.86,93625,https://images.gr-assets.com/books/1404576602m/13099738.jpg
1142,11713,Neal Stephenson,1999,Cryptonomicon,Cryptonomicon,4.25,72683,https://images.gr-assets.com/books/1327931476m/816.jpg
1143,13639050,Christina Lauren,2013,Beautiful Bastard,"Beautiful Bastard (Beautiful Bastard, #1)",4.05,111668,https://images.gr-assets.com/books/1362258921m/16102004.jpg
1144,11012,Barbara Kingsolver,2000,Prodigal Summer,Prodigal Summer,3.98,78529,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1145,5941033,Joyce Carol Oates,1996,We Were the Mulvaneys,We Were the Mulvaneys,3.7,77251,https://images.gr-assets.com/books/1309282868m/5204.jpg
1146,227865,Scott McCloud,1993,Understanding Comics: The Invisible Art,Understanding Comics: The Invisible Art,3.98,77277,https://images.gr-assets.com/books/1328408101m/102920.jpg
1147,43933,"Kami Garcia, Margaret Stohl",2010,Beautiful Darkness,"Beautiful Darkness (Caster Chronicles, #2)",3.84,95447,https://images.gr-assets.com/books/1327879100m/7842288.jpg
1148,17660,Jon Ronson,2011,The Psychopath Test,The Psychopath Test: A Journey Through the Madness Industry,3.91,44097,https://images.gr-assets.com/books/1364166270m/12391521.jpg
1149,5287473,Jodi Picoult,2005,Vanishing Acts,Vanishing Acts,3.68,79662,https://images.gr-assets.com/books/1407719603m/14865.jpg
1150,13099738,David Baldacci,1995,Absolute Power,Absolute Power,4.15,72481,https://images.gr-assets.com/books/1328399707m/15159.jpg
1151,816,Janet Evanovich,2000,Hot Six,"Hot Six (Stephanie Plum, #6)",4.18,99329,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1152,16102004,Mitch Albom,2012,The Time Keeper,The Time Keeper,3.85,72277,https://images.gr-assets.com/books/1340478576m/13624688.jpg
1153,14249,Christopher Moore,2006,A Dirty Job,"A Dirty Job (Grim Reaper, #1)",4.08,78523,https://images.gr-assets.com/books/1331323415m/33456.jpg
1154,5204,Michael   Lewis,2003,Moneyball: The Art of Winning an Unfair Game,Moneyball: The Art of Winning an Unfair Game,4.24,66406,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1155,102920,Jonathan Stroud,2003,The Amulet of Samarkand,"The Amulet of Samarkand (Bartimaeus, #1)",3.99,86062,https://images.gr-assets.com/books/1327877926m/334123.jpg
1156,7842288,"Stephen Colbert, Richard Dahm, Paul Dinello, Allison Silverman, Michael Brumm, Eric Drydale, Rob Dubbin, Glenn Eichler, Peter Grosz, Peter Gwinn, Jay Katsir, Laura Krafft, Frank Lesser, Tom Purcell",2007,I Am America (And So Can You!),I Am America (And So Can You!),3.91,71023,https://images.gr-assets.com/books/1435873807m/611298.jpg
1157,12391521,"Kenneth H. Blanchard, Spencer Johnson",1981,The One Minute Manager,The One Minute Manager,3.85,70241,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1158,14865,Leon Uris,1958,Exodus,Exodus,4.33,77258,https://images.gr-assets.com/books/1359742531m/42697.jpg
1159,15159,Ursula Hegi,1994,Stones from the River,Stones from the River,4.07,80056,https://images.gr-assets.com/books/1366513909m/77163.jpg
1160,6858,Raymond Chandler,1939,The Big Sleep,"The Big Sleep (Philip Marlowe, #1)",4.04,84489,https://images.gr-assets.com/books/1371584712m/2052.jpg
1161,13624688,John Steinbeck,1945,Cannery Row ,Cannery Row,4.02,81598,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
1162,33456,Ellen DeGeneres,2011,Seriously...I'm Kidding,Seriously... I'm Kidding,3.72,74358,https://images.gr-assets.com/books/1441195131m/11230081.jpg
1163,1301,"Lemony Snicket, Brett Helquist",2000,The Miserable Mill,"The Miserable Mill (A Series of Unfortunate Events, #4)",3.83,101325,https://images.gr-assets.com/books/1352146209m/65119.jpg
1164,334123,Eowyn Ivey,2012,The Snow Child,The Snow Child,3.95,72328,https://images.gr-assets.com/books/1327098624m/11250053.jpg
